sector,province,date,employed
Agriculture,Western Cape,2008-01-01,193.24593364609595
Agriculture,Western Cape,2008-04-01,174.86032627776476
Agriculture,Western Cape,2008-07-01,129.6414712928056
Agriculture,Western Cape,2008-10-01,143.72581971946843
Agriculture,Western Cape,2009-01-01,157.56886157713458
Agriculture,Western Cape,2009-04-01,157.73210434014612
Agriculture,Western Cape,2009-07-01,137.76197238780048
Agriculture,Western Cape,2009-10-01,141.35189869447254
Agriculture,Western Cape,2010-01-01,187.69271424053304
Agriculture,Western Cape,2010-04-01,164.59285712802657
Agriculture,Western Cape,2010-07-01,157.05980829036494
Agriculture,Western Cape,2010-10-01,134.88019570405285
Agriculture,Western Cape,2011-01-01,132.88559792430718
Agriculture,Western Cape,2011-04-01,114.13175828978075
Agriculture,Western Cape,2011-07-01,125.24030226633016
Agriculture,Western Cape,2011-10-01,106.76628019739339
Agriculture,Western Cape,2012-01-01,142.46058601332015
Agriculture,Western Cape,2012-04-01,115.96124873251993
Agriculture,Western Cape,2012-07-01,138.00506183754518
Agriculture,Western Cape,2012-10-01,141.87312580932672
Agriculture,Western Cape,2013-01-01,139.98078108770034
Agriculture,Western Cape,2013-04-01,134.21154765266328
Agriculture,Western Cape,2013-07-01,158.61914995153614
Agriculture,Western Cape,2013-10-01,161.50116795644615
Agriculture,Western Cape,2014-01-01,159.7582294958236
Agriculture,Western Cape,2014-04-01,142.31178824712444
Agriculture,Western Cape,2014-07-01,133.43854743036653
Agriculture,Western Cape,2014-10-01,130.79269453867852
Agriculture,Western Cape,2015-01-01,252.37310167434407
Agriculture,Western Cape,2015-04-01,215.22037446736374
Agriculture,Western Cape,2015-07-01,245.13805243995645
Agriculture,Western Cape,2015-10-01,213.8114339671245
Agriculture,Western Cape,2016-01-01,227.98746311059637
Agriculture,Western Cape,2016-04-01,186.1399208887017
Agriculture,Western Cape,2016-07-01,196.28973885054117
Agriculture,Western Cape,2016-10-01,250.27532242499
Agriculture,Western Cape,2017-01-01,214.62093589177746
Agriculture,Western Cape,2017-04-01,179.5976735111256
Agriculture,Western Cape,2017-07-01,159.05362520195487
Agriculture,Western Cape,2017-10-01,192.83623031132714
Agriculture,Western Cape,2018-01-01,207.96540219791075
Agriculture,Western Cape,2018-04-01,181.26196676537694
Agriculture,Western Cape,2018-07-01,183.3876889830279
Agriculture,Western Cape,2018-10-01,212.7922156947583
Agriculture,Western Cape,2019-01-01,225.40924238026545
Agriculture,Western Cape,2019-04-01,181.80850733219273
Agriculture,Western Cape,2019-07-01,215.3432403098723
Agriculture,Western Cape,2019-10-01,235.87652467811154
Agriculture,Western Cape,2020-01-01,254.9205566626619
Agriculture,Western Cape,2020-04-01,197.4024374674706
Agriculture,Western Cape,2020-07-01,136.72851241462615
Agriculture,Western Cape,2020-10-01,178.1294559951684
Agriculture,Western Cape,2021-01-01,135.7898976773219
Agriculture,Western Cape,2021-04-01,184.96248454701342
Agriculture,Western Cape,2021-07-01,197.26448234974384
Agriculture,Western Cape,2021-10-01,177.89203438027243
Agriculture,Western Cape,2022-01-01,203.41767718781045
Agriculture,Western Cape,2022-04-01,187.13733786706652
Agriculture,Western Cape,2022-07-01,202.88100262293761
Agriculture,Western Cape,2022-10-01,222.64714568632544
Agriculture,Western Cape,2023-01-01,250.72887930656597
Agriculture,Western Cape,2023-04-01,200.29405736866866
Agriculture,Western Cape,2023-07-01,238.0272838587596
Agriculture,Western Cape,2023-10-01,233.8096452133688
Agriculture,Western Cape,2024-01-01,215.10615806261197
Agriculture,Western Cape,2024-04-01,161.98300371264062
Agriculture,Western Cape,2024-07-01,174.88411854833754
Agriculture,Western Cape,2024-10-01,192.8180715146554
Agriculture,Western Cape,2025-01-01,244.10014702435774
Agriculture,Western Cape,2025-04-01,202.12047398405636
Agriculture,Western Cape,2025-07-01,190.0765795713958
Agriculture,Western Cape,2025-10-01,214.60202778725238
Agriculture,Western Cape,2026-01-01,249.26954381337396
Agriculture,Eastern Cape,2008-01-01,77.33274506498762
Agriculture,Eastern Cape,2008-04-01,85.78822089217535
Agriculture,Eastern Cape,2008-07-01,75.41065836532118
Agriculture,Eastern Cape,2008-10-01,79.96748732126629
Agriculture,Eastern Cape,2009-01-01,81.92023757426759
Agriculture,Eastern Cape,2009-04-01,86.42921417842797
Agriculture,Eastern Cape,2009-07-01,72.26860675201567
Agriculture,Eastern Cape,2009-10-01,65.73392209300833
Agriculture,Eastern Cape,2010-01-01,61.585781083656
Agriculture,Eastern Cape,2010-04-01,55.61515371547723
Agriculture,Eastern Cape,2010-07-01,77.12259184895919
Agriculture,Eastern Cape,2010-10-01,65.57966230406075
Agriculture,Eastern Cape,2011-01-01,62.68439566601608
Agriculture,Eastern Cape,2011-04-01,60.1608309093756
Agriculture,Eastern Cape,2011-07-01,64.70319210124423
Agriculture,Eastern Cape,2011-10-01,63.393312809486055
Agriculture,Eastern Cape,2012-01-01,45.78858122248232
Agriculture,Eastern Cape,2012-04-01,58.43499869570545
Agriculture,Eastern Cape,2012-07-01,58.795200398813584
Agriculture,Eastern Cape,2012-10-01,58.30916116844639
Agriculture,Eastern Cape,2013-01-01,87.33711105514367
Agriculture,Eastern Cape,2013-04-01,85.89269547381319
Agriculture,Eastern Cape,2013-07-01,72.57156539387584
Agriculture,Eastern Cape,2013-10-01,67.27713684617426
Agriculture,Eastern Cape,2014-01-01,66.23094470316744
Agriculture,Eastern Cape,2014-04-01,70.59429398732004
Agriculture,Eastern Cape,2014-07-01,87.8187546100529
Agriculture,Eastern Cape,2014-10-01,87.83289311108166
Agriculture,Eastern Cape,2015-01-01,71.96447637903262
Agriculture,Eastern Cape,2015-04-01,83.51050498335762
Agriculture,Eastern Cape,2015-07-01,88.46505740108785
Agriculture,Eastern Cape,2015-10-01,89.4514035227584
Agriculture,Eastern Cape,2016-01-01,94.51312353075868
Agriculture,Eastern Cape,2016-04-01,99.4448452680807
Agriculture,Eastern Cape,2016-07-01,100.08533180998833
Agriculture,Eastern Cape,2016-10-01,88.48684998565389
Agriculture,Eastern Cape,2017-01-01,86.98447374353631
Agriculture,Eastern Cape,2017-04-01,89.68799841794616
Agriculture,Eastern Cape,2017-07-01,85.59568361892853
Agriculture,Eastern Cape,2017-10-01,94.37784042315408
Agriculture,Eastern Cape,2018-01-01,90.65336949588121
Agriculture,Eastern Cape,2018-04-01,97.01681848779282
Agriculture,Eastern Cape,2018-07-01,88.34842626742781
Agriculture,Eastern Cape,2018-10-01,77.67706058570205
Agriculture,Eastern Cape,2019-01-01,84.30929508951377
Agriculture,Eastern Cape,2019-04-01,97.14943668197242
Agriculture,Eastern Cape,2019-07-01,95.62341869377512
Agriculture,Eastern Cape,2019-10-01,76.55355572922542
Agriculture,Eastern Cape,2020-01-01,80.18069140303675
Agriculture,Eastern Cape,2020-04-01,67.20340155919975
Agriculture,Eastern Cape,2020-07-01,97.73622935795932
Agriculture,Eastern Cape,2020-10-01,100.7069560763813
Agriculture,Eastern Cape,2021-01-01,100.81825111351277
Agriculture,Eastern Cape,2021-04-01,82.31007026719256
Agriculture,Eastern Cape,2021-07-01,107.3004346226706
Agriculture,Eastern Cape,2021-10-01,108.45194603113596
Agriculture,Eastern Cape,2022-01-01,93.05620503555286
Agriculture,Eastern Cape,2022-04-01,110.3466220529013
Agriculture,Eastern Cape,2022-07-01,117.72000033216814
Agriculture,Eastern Cape,2022-10-01,89.26027585411404
Agriculture,Eastern Cape,2023-01-01,89.88167772655304
Agriculture,Eastern Cape,2023-04-01,120.7968515333895
Agriculture,Eastern Cape,2023-07-01,136.39478449462098
Agriculture,Eastern Cape,2023-10-01,96.3312414941002
Agriculture,Eastern Cape,2024-01-01,99.18056836726423
Agriculture,Eastern Cape,2024-04-01,113.48180230225904
Agriculture,Eastern Cape,2024-07-01,123.90317610505673
Agriculture,Eastern Cape,2024-10-01,90.22970333902022
Agriculture,Eastern Cape,2025-01-01,77.79880965805431
Agriculture,Eastern Cape,2025-04-01,98.88180370643938
Agriculture,Eastern Cape,2025-07-01,103.83140271896734
Agriculture,Eastern Cape,2025-10-01,82.8334002071442
Agriculture,Eastern Cape,2026-01-01,96.91434423311964
Agriculture,Northern Cape,2008-01-01,68.35729949025115
Agriculture,Northern Cape,2008-04-01,54.184641432472915
Agriculture,Northern Cape,2008-07-01,69.30914845956633
Agriculture,Northern Cape,2008-10-01,55.290432279356025
Agriculture,Northern Cape,2009-01-01,44.30171019946375
Agriculture,Northern Cape,2009-04-01,66.02031999663403
Agriculture,Northern Cape,2009-07-01,40.296410547107456
Agriculture,Northern Cape,2009-10-01,52.13994262321287
Agriculture,Northern Cape,2010-01-01,46.31984469610322
Agriculture,Northern Cape,2010-04-01,33.085729152669025
Agriculture,Northern Cape,2010-07-01,41.44380175673165
Agriculture,Northern Cape,2010-10-01,54.30997885091593
Agriculture,Northern Cape,2011-01-01,54.06069126969306
Agriculture,Northern Cape,2011-04-01,47.64271862470045
Agriculture,Northern Cape,2011-07-01,48.40735826879539
Agriculture,Northern Cape,2011-10-01,57.17755153137514
Agriculture,Northern Cape,2012-01-01,46.79282814553573
Agriculture,Northern Cape,2012-04-01,43.81057081224433
Agriculture,Northern Cape,2012-07-01,44.39938270217737
Agriculture,Northern Cape,2012-10-01,48.352550308781396
Agriculture,Northern Cape,2013-01-01,46.83810801440147
Agriculture,Northern Cape,2013-04-01,41.493950896210684
Agriculture,Northern Cape,2013-07-01,43.22192701587213
Agriculture,Northern Cape,2013-10-01,45.43096056374948
Agriculture,Northern Cape,2014-01-01,45.89881517297499
Agriculture,Northern Cape,2014-04-01,31.62417770078849
Agriculture,Northern Cape,2014-07-01,36.71382826971056
Agriculture,Northern Cape,2014-10-01,60.31354093539162
Agriculture,Northern Cape,2015-01-01,37.986342022437746
Agriculture,Northern Cape,2015-04-01,26.613267547764185
Agriculture,Northern Cape,2015-07-01,34.30382720590128
Agriculture,Northern Cape,2015-10-01,43.486154106097565
Agriculture,Northern Cape,2016-01-01,39.87543316946517
Agriculture,Northern Cape,2016-04-01,42.19925164973562
Agriculture,Northern Cape,2016-07-01,55.55182735693883
Agriculture,Northern Cape,2016-10-01,52.58738680461185
Agriculture,Northern Cape,2017-01-01,47.15097126017143
Agriculture,Northern Cape,2017-04-01,36.07659407395603
Agriculture,Northern Cape,2017-07-01,38.50284130956643
Agriculture,Northern Cape,2017-10-01,54.83550591711798
Agriculture,Northern Cape,2018-01-01,48.4533803066952
Agriculture,Northern Cape,2018-04-01,44.49041981761713
Agriculture,Northern Cape,2018-07-01,42.07885957514964
Agriculture,Northern Cape,2018-10-01,39.046272211855964
Agriculture,Northern Cape,2019-01-01,40.53703521955813
Agriculture,Northern Cape,2019-04-01,33.03175015955776
Agriculture,Northern Cape,2019-07-01,32.627352876186585
Agriculture,Northern Cape,2019-10-01,35.8312301164287
Agriculture,Northern Cape,2020-01-01,41.036191272879705
Agriculture,Northern Cape,2020-04-01,23.868425818110047
Agriculture,Northern Cape,2020-07-01,28.277500955905452
Agriculture,Northern Cape,2020-10-01,27.86144037813828
Agriculture,Northern Cape,2021-01-01,39.096156862065925
Agriculture,Northern Cape,2021-04-01,30.53125515960496
Agriculture,Northern Cape,2021-07-01,33.65664509750997
Agriculture,Northern Cape,2021-10-01,40.67247741668862
Agriculture,Northern Cape,2022-01-01,48.99729458707396
Agriculture,Northern Cape,2022-04-01,34.751759138351765
Agriculture,Northern Cape,2022-07-01,35.668272950738015
Agriculture,Northern Cape,2022-10-01,51.7705974920637
Agriculture,Northern Cape,2023-01-01,40.58459813812775
Agriculture,Northern Cape,2023-04-01,37.65417502762685
Agriculture,Northern Cape,2023-07-01,52.28323263950912
Agriculture,Northern Cape,2023-10-01,57.53422964688443
Agriculture,Northern Cape,2024-01-01,54.098376932127756
Agriculture,Northern Cape,2024-04-01,33.048058224144825
Agriculture,Northern Cape,2024-07-01,38.70815947327457
Agriculture,Northern Cape,2024-10-01,51.913771780709844
Agriculture,Northern Cape,2025-01-01,62.14734113346695
Agriculture,Northern Cape,2025-04-01,38.49900503288343
Agriculture,Northern Cape,2025-07-01,41.96852526284615
Agriculture,Northern Cape,2025-10-01,58.62198302003242
Agriculture,Northern Cape,2026-01-01,38.154456183070735
Agriculture,Free State,2008-01-01,82.32384700337163
Agriculture,Free State,2008-04-01,76.34743402767809
Agriculture,Free State,2008-07-01,82.30201236632936
Agriculture,Free State,2008-10-01,71.20399091654006
Agriculture,Free State,2009-01-01,90.50942038805118
Agriculture,Free State,2009-04-01,87.95044637309333
Agriculture,Free State,2009-07-01,84.67083225214525
Agriculture,Free State,2009-10-01,73.92914137220664
Agriculture,Free State,2010-01-01,73.45434979956723
Agriculture,Free State,2010-04-01,72.94616686846683
Agriculture,Free State,2010-07-01,66.86610209995978
Agriculture,Free State,2010-10-01,63.44196156465115
Agriculture,Free State,2011-01-01,61.73598175802507
Agriculture,Free State,2011-04-01,72.33802963037603
Agriculture,Free State,2011-07-01,66.14052236258439
Agriculture,Free State,2011-10-01,62.1919925598371
Agriculture,Free State,2012-01-01,69.40539338248037
Agriculture,Free State,2012-04-01,54.76705057328051
Agriculture,Free State,2012-07-01,67.14161877438414
Agriculture,Free State,2012-10-01,61.87189634820447
Agriculture,Free State,2013-01-01,88.1291982036092
Agriculture,Free State,2013-04-01,64.53746555579002
Agriculture,Free State,2013-07-01,65.87074405922911
Agriculture,Free State,2013-10-01,69.99515258180688
Agriculture,Free State,2014-01-01,56.93485829837602
Agriculture,Free State,2014-04-01,62.37365396115864
Agriculture,Free State,2014-07-01,54.25963043580551
Agriculture,Free State,2014-10-01,53.71471361510481
Agriculture,Free State,2015-01-01,81.74773093787218
Agriculture,Free State,2015-04-01,74.349644472493
Agriculture,Free State,2015-07-01,64.85177902506796
Agriculture,Free State,2015-10-01,63.813291084074166
Agriculture,Free State,2016-01-01,71.67563183779521
Agriculture,Free State,2016-04-01,65.72349238250611
Agriculture,Free State,2016-07-01,59.5285338480532
Agriculture,Free State,2016-10-01,64.64396830732468
Agriculture,Free State,2017-01-01,70.16692820707651
Agriculture,Free State,2017-04-01,79.61558959971885
Agriculture,Free State,2017-07-01,75.17193048448905
Agriculture,Free State,2017-10-01,77.39658527590622
Agriculture,Free State,2018-01-01,91.62154838570889
Agriculture,Free State,2018-04-01,71.22113273179677
Agriculture,Free State,2018-07-01,74.22113778723757
Agriculture,Free State,2018-10-01,56.7581964290019
Agriculture,Free State,2019-01-01,59.547407155037384
Agriculture,Free State,2019-04-01,59.60300548439548
Agriculture,Free State,2019-07-01,55.82960620704599
Agriculture,Free State,2019-10-01,65.8220557723756
Agriculture,Free State,2020-01-01,62.100270360708905
Agriculture,Free State,2020-04-01,57.19116559348157
Agriculture,Free State,2020-07-01,48.780183386865055
Agriculture,Free State,2020-10-01,53.68389776191533
Agriculture,Free State,2021-01-01,55.20832910323123
Agriculture,Free State,2021-04-01,73.98840110082577
Agriculture,Free State,2021-07-01,72.38601533357556
Agriculture,Free State,2021-10-01,66.30915209181873
Agriculture,Free State,2022-01-01,84.28700139233172
Agriculture,Free State,2022-04-01,86.01811227119784
Agriculture,Free State,2022-07-01,93.07280100122617
Agriculture,Free State,2022-10-01,90.02945037126024
Agriculture,Free State,2023-01-01,81.71166086752358
Agriculture,Free State,2023-04-01,71.20663461682629
Agriculture,Free State,2023-07-01,64.64032826422327
Agriculture,Free State,2023-10-01,73.38554546612595
Agriculture,Free State,2024-01-01,78.5711561241414
Agriculture,Free State,2024-04-01,84.17541967293685
Agriculture,Free State,2024-07-01,77.95518221913227
Agriculture,Free State,2024-10-01,66.27660723960919
Agriculture,Free State,2025-01-01,64.09603131968133
Agriculture,Free State,2025-04-01,84.98905035857693
Agriculture,Free State,2025-07-01,71.33007677783722
Agriculture,Free State,2025-10-01,91.70196990179012
Agriculture,Free State,2026-01-01,91.08007568620259
Agriculture,KwaZulu-Natal,2008-01-01,129.66188049541307
Agriculture,KwaZulu-Natal,2008-04-01,156.96847131132967
Agriculture,KwaZulu-Natal,2008-07-01,148.43863211618253
Agriculture,KwaZulu-Natal,2008-10-01,163.0818425430416
Agriculture,KwaZulu-Natal,2009-01-01,135.7055284903024
Agriculture,KwaZulu-Natal,2009-04-01,102.69211415879033
Agriculture,KwaZulu-Natal,2009-07-01,112.62884263092974
Agriculture,KwaZulu-Natal,2009-10-01,110.17512109261641
Agriculture,KwaZulu-Natal,2010-01-01,115.30849121970904
Agriculture,KwaZulu-Natal,2010-04-01,110.43259743209914
Agriculture,KwaZulu-Natal,2010-07-01,118.24748102414735
Agriculture,KwaZulu-Natal,2010-10-01,113.60870149363988
Agriculture,KwaZulu-Natal,2011-01-01,101.98106575096793
Agriculture,KwaZulu-Natal,2011-04-01,93.87345396897715
Agriculture,KwaZulu-Natal,2011-07-01,95.43877285749961
Agriculture,KwaZulu-Natal,2011-10-01,95.38520186758463
Agriculture,KwaZulu-Natal,2012-01-01,91.55789427338814
Agriculture,KwaZulu-Natal,2012-04-01,91.54930623205628
Agriculture,KwaZulu-Natal,2012-07-01,89.71028776916066
Agriculture,KwaZulu-Natal,2012-10-01,97.50259151349948
Agriculture,KwaZulu-Natal,2013-01-01,95.1776609722323
Agriculture,KwaZulu-Natal,2013-04-01,92.02937067884955
Agriculture,KwaZulu-Natal,2013-07-01,107.79701735835636
Agriculture,KwaZulu-Natal,2013-10-01,96.11488010518941
Agriculture,KwaZulu-Natal,2014-01-01,95.59178729799191
Agriculture,KwaZulu-Natal,2014-04-01,85.19487862405839
Agriculture,KwaZulu-Natal,2014-07-01,78.76768101127803
Agriculture,KwaZulu-Natal,2014-10-01,101.54058627214118
Agriculture,KwaZulu-Natal,2015-01-01,153.79781690036094
Agriculture,KwaZulu-Natal,2015-04-01,149.50189483908974
Agriculture,KwaZulu-Natal,2015-07-01,134.30195729239134
Agriculture,KwaZulu-Natal,2015-10-01,140.58107598448694
Agriculture,KwaZulu-Natal,2016-01-01,131.1990592061007
Agriculture,KwaZulu-Natal,2016-04-01,122.3187958398195
Agriculture,KwaZulu-Natal,2016-07-01,140.82524640227146
Agriculture,KwaZulu-Natal,2016-10-01,145.7277916622928
Agriculture,KwaZulu-Natal,2017-01-01,141.20807808676707
Agriculture,KwaZulu-Natal,2017-04-01,123.35395572447851
Agriculture,KwaZulu-Natal,2017-07-01,121.44831701752366
Agriculture,KwaZulu-Natal,2017-10-01,105.90680623374385
Agriculture,KwaZulu-Natal,2018-01-01,114.7578932612617
Agriculture,KwaZulu-Natal,2018-04-01,121.9793651726418
Agriculture,KwaZulu-Natal,2018-07-01,120.72514509669888
Agriculture,KwaZulu-Natal,2018-10-01,135.90559426230956
Agriculture,KwaZulu-Natal,2019-01-01,134.46683457650698
Agriculture,KwaZulu-Natal,2019-04-01,134.42098266663552
Agriculture,KwaZulu-Natal,2019-07-01,142.8079711113962
Agriculture,KwaZulu-Natal,2019-10-01,162.3026477527205
Agriculture,KwaZulu-Natal,2020-01-01,133.29289780486863
Agriculture,KwaZulu-Natal,2020-04-01,126.38176288101529
Agriculture,KwaZulu-Natal,2020-07-01,131.64238456731016
Agriculture,KwaZulu-Natal,2020-10-01,141.33821163509077
Agriculture,KwaZulu-Natal,2021-01-01,129.55515022723984
Agriculture,KwaZulu-Natal,2021-04-01,136.6071788855588
Agriculture,KwaZulu-Natal,2021-07-01,113.20925980856462
Agriculture,KwaZulu-Natal,2021-10-01,132.45891438172106
Agriculture,KwaZulu-Natal,2022-01-01,85.24733921574374
Agriculture,KwaZulu-Natal,2022-04-01,91.42872008885
Agriculture,KwaZulu-Natal,2022-07-01,118.53622980828985
Agriculture,KwaZulu-Natal,2022-10-01,129.92344450041486
Agriculture,KwaZulu-Natal,2023-01-01,143.43169931974785
Agriculture,KwaZulu-Natal,2023-04-01,148.22350758416064
Agriculture,KwaZulu-Natal,2023-07-01,149.66952831696685
Agriculture,KwaZulu-Natal,2023-10-01,153.4712439146164
Agriculture,KwaZulu-Natal,2024-01-01,142.6953946850007
Agriculture,KwaZulu-Natal,2024-04-01,151.05707388970012
Agriculture,KwaZulu-Natal,2024-07-01,144.5359603466199
Agriculture,KwaZulu-Natal,2024-10-01,152.29448070300734
Agriculture,KwaZulu-Natal,2025-01-01,131.5150883926543
Agriculture,KwaZulu-Natal,2025-04-01,117.79163373025527
Agriculture,KwaZulu-Natal,2025-07-01,121.5921523852984
Agriculture,KwaZulu-Natal,2025-10-01,139.00739596188814
Agriculture,KwaZulu-Natal,2026-01-01,122.88849765864896
Agriculture,North West,2008-01-01,60.52719924620528
Agriculture,North West,2008-04-01,46.86745879185875
Agriculture,North West,2008-07-01,62.081713218783115
Agriculture,North West,2008-10-01,66.90067601470528
Agriculture,North West,2009-01-01,50.10305352004769
Agriculture,North West,2009-04-01,46.5943429950515
Agriculture,North West,2009-07-01,38.12961176000246
Agriculture,North West,2009-10-01,41.60863045459734
Agriculture,North West,2010-01-01,41.439804256267486
Agriculture,North West,2010-04-01,43.32104794944971
Agriculture,North West,2010-07-01,38.694507378941545
Agriculture,North West,2010-10-01,34.58201793961294
Agriculture,North West,2011-01-01,40.96208989123285
Agriculture,North West,2011-04-01,35.92661956389272
Agriculture,North West,2011-07-01,34.12613294529856
Agriculture,North West,2011-10-01,33.2280922510039
Agriculture,North West,2012-01-01,42.0022103859049
Agriculture,North West,2012-04-01,36.1170338109947
Agriculture,North West,2012-07-01,34.5625831263434
Agriculture,North West,2012-10-01,32.15812548657536
Agriculture,North West,2013-01-01,37.40857428181259
Agriculture,North West,2013-04-01,35.98256424874993
Agriculture,North West,2013-07-01,41.97094967891849
Agriculture,North West,2013-10-01,41.75254634373325
Agriculture,North West,2014-01-01,42.634895178113894
Agriculture,North West,2014-04-01,45.60862072074402
Agriculture,North West,2014-07-01,38.5299994652353
Agriculture,North West,2014-10-01,41.850386458116034
Agriculture,North West,2015-01-01,54.00671921528896
Agriculture,North West,2015-04-01,54.348446135764426
Agriculture,North West,2015-07-01,55.252599312775196
Agriculture,North West,2015-10-01,57.093832576437514
Agriculture,North West,2016-01-01,54.03414243985864
Agriculture,North West,2016-04-01,36.79131396537437
Agriculture,North West,2016-07-01,48.36405830409505
Agriculture,North West,2016-10-01,54.949666980399414
Agriculture,North West,2017-01-01,50.12326429576548
Agriculture,North West,2017-04-01,53.50499808323377
Agriculture,North West,2017-07-01,49.04711292790731
Agriculture,North West,2017-10-01,47.49638101399173
Agriculture,North West,2018-01-01,47.171379691412334
Agriculture,North West,2018-04-01,43.402573908407355
Agriculture,North West,2018-07-01,60.098895915847386
Agriculture,North West,2018-10-01,62.26682954116665
Agriculture,North West,2019-01-01,61.79180125568319
Agriculture,North West,2019-04-01,60.67200569226206
Agriculture,North West,2019-07-01,59.275591180753814
Agriculture,North West,2019-10-01,47.77996890904527
Agriculture,North West,2020-01-01,50.76945130289925
Agriculture,North West,2020-04-01,45.333693820965806
Agriculture,North West,2020-07-01,65.8241298321647
Agriculture,North West,2020-10-01,40.03959343791669
Agriculture,North West,2021-01-01,39.52652025470611
Agriculture,North West,2021-04-01,70.111049376369
Agriculture,North West,2021-07-01,52.08504430254744
Agriculture,North West,2021-10-01,70.54849278887892
Agriculture,North West,2022-01-01,51.450810745987255
Agriculture,North West,2022-04-01,53.94446630620093
Agriculture,North West,2022-07-01,34.110438767020106
Agriculture,North West,2022-10-01,44.46807316876868
Agriculture,North West,2023-01-01,45.25270154132288
Agriculture,North West,2023-04-01,38.64032768138829
Agriculture,North West,2023-07-01,51.11435855167884
Agriculture,North West,2023-10-01,52.817665933361205
Agriculture,North West,2024-01-01,77.43802900085747
Agriculture,North West,2024-04-01,56.022866062157874
Agriculture,North West,2024-07-01,62.04515865016034
Agriculture,North West,2024-10-01,63.35874979362442
Agriculture,North West,2025-01-01,58.380685588918304
Agriculture,North West,2025-04-01,66.59045931932812
Agriculture,North West,2025-07-01,69.99220873070982
Agriculture,North West,2025-10-01,64.85956977620555
Agriculture,North West,2026-01-01,63.512785319521896
Agriculture,Gauteng,2008-01-01,68.4723083606169
Agriculture,Gauteng,2008-04-01,73.73574489808773
Agriculture,Gauteng,2008-07-01,77.86222948960918
Agriculture,Gauteng,2008-10-01,73.87457887466776
Agriculture,Gauteng,2009-01-01,64.9550538040616
Agriculture,Gauteng,2009-04-01,46.05566073660516
Agriculture,Gauteng,2009-07-01,48.90990969399047
Agriculture,Gauteng,2009-10-01,28.891095313489615
Agriculture,Gauteng,2010-01-01,37.80177378570488
Agriculture,Gauteng,2010-04-01,34.66099607416971
Agriculture,Gauteng,2010-07-01,36.64561847793008
Agriculture,Gauteng,2010-10-01,31.42662126108024
Agriculture,Gauteng,2011-01-01,40.27844410483617
Agriculture,Gauteng,2011-04-01,41.45449545362181
Agriculture,Gauteng,2011-07-01,44.814133588137594
Agriculture,Gauteng,2011-10-01,74.43147515615125
Agriculture,Gauteng,2012-01-01,71.99517090465636
Agriculture,Gauteng,2012-04-01,78.20976306384055
Agriculture,Gauteng,2012-07-01,56.84440147450486
Agriculture,Gauteng,2012-10-01,50.60374651415061
Agriculture,Gauteng,2013-01-01,49.543361480237145
Agriculture,Gauteng,2013-04-01,49.77031906995605
Agriculture,Gauteng,2013-07-01,36.75455731575641
Agriculture,Gauteng,2013-10-01,53.07294867707085
Agriculture,Gauteng,2014-01-01,63.13368424188353
Agriculture,Gauteng,2014-04-01,56.36226776646139
Agriculture,Gauteng,2014-07-01,62.22536460373521
Agriculture,Gauteng,2014-10-01,55.21929783398762
Agriculture,Gauteng,2015-01-01,36.277535299831705
Agriculture,Gauteng,2015-04-01,32.47043849497157
Agriculture,Gauteng,2015-07-01,33.361861157854044
Agriculture,Gauteng,2015-10-01,34.12539510551253
Agriculture,Gauteng,2016-01-01,37.055711521752954
Agriculture,Gauteng,2016-04-01,44.15265527583881
Agriculture,Gauteng,2016-07-01,46.806335491499674
Agriculture,Gauteng,2016-10-01,35.507491156125425
Agriculture,Gauteng,2017-01-01,35.563575676552645
Agriculture,Gauteng,2017-04-01,34.112407061040614
Agriculture,Gauteng,2017-07-01,43.9413780815895
Agriculture,Gauteng,2017-10-01,36.311138026280204
Agriculture,Gauteng,2018-01-01,28.737007245639642
Agriculture,Gauteng,2018-04-01,32.416925250165576
Agriculture,Gauteng,2018-07-01,34.224780464469774
Agriculture,Gauteng,2018-10-01,30.677034274378414
Agriculture,Gauteng,2019-01-01,31.096169627352147
Agriculture,Gauteng,2019-04-01,33.49672867930811
Agriculture,Gauteng,2019-07-01,40.15549863363109
Agriculture,Gauteng,2019-10-01,29.62133079417734
Agriculture,Gauteng,2020-01-01,30.230483337122884
Agriculture,Gauteng,2020-04-01,31.745474081409675
Agriculture,Gauteng,2020-07-01,40.66854073556877
Agriculture,Gauteng,2020-10-01,32.98778694343663
Agriculture,Gauteng,2021-01-01,43.40747312259363
Agriculture,Gauteng,2021-04-01,34.94408882137675
Agriculture,Gauteng,2021-07-01,28.13229151967854
Agriculture,Gauteng,2021-10-01,41.18940291933457
Agriculture,Gauteng,2022-01-01,28.347125367487997
Agriculture,Gauteng,2022-04-01,36.12698872015882
Agriculture,Gauteng,2022-07-01,37.81753825200096
Agriculture,Gauteng,2022-10-01,33.198101858372105
Agriculture,Gauteng,2023-01-01,31.89774895837592
Agriculture,Gauteng,2023-04-01,28.312845051568914
Agriculture,Gauteng,2023-07-01,38.608909410079306
Agriculture,Gauteng,2023-10-01,38.02700151092312
Agriculture,Gauteng,2024-01-01,46.807291703722974
Agriculture,Gauteng,2024-04-01,33.46975662912596
Agriculture,Gauteng,2024-07-01,47.456473992000255
Agriculture,Gauteng,2024-10-01,48.607321861075185
Agriculture,Gauteng,2025-01-01,38.26663220391707
Agriculture,Gauteng,2025-04-01,25.02221296158036
Agriculture,Gauteng,2025-07-01,38.763465257766015
Agriculture,Gauteng,2025-10-01,41.774171801214976
