province,date,working_age_population,labour_force,employed,unemployed,outside_labour_force,participation_rate,absorption_rate,inactivity_rate,unemployment_rate,year,quarter,quarter_label,unemployment_rate_qoq,unemployment_rate_yoy
Eastern Cape,2019-07-01,4301.166785828129,2207.342859542617,1402.1897774754218,805.153082067201,2093.823926285517,51.3,32.6,48.68037047959824,36.5,2019,3,Q3 2019,1.1000000000000014,0.8999999999999986
Eastern Cape,2019-10-01,4312.771243281016,2288.1806552078806,1384.2756523167477,903.9050028911311,2024.5905880731173,53.1,32.1,46.9440754880448,39.5,2019,4,Q4 2019,3.0,3.3999999999999986
Eastern Cape,2020-01-01,4324.550674994599,2320.33380795632,1381.5561144625217,938.7776934938088,2004.2168670382666,53.7,31.9,46.34508918181094,40.5,2020,1,Q1 2020,1.0,3.1000000000000014
Eastern Cape,2020-04-01,4336.439999999997,1853.553911675568,1169.3574458358698,684.1964658396953,2482.8860883244292,42.7,27.0,57.256322889840895,36.9,2020,2,Q2 2020,-3.6000000000000014,1.5
Eastern Cape,2020-07-01,4348.142914485467,2237.5027988475294,1212.3720811356927,1025.130717711837,2110.640115637946,51.5,27.9,48.54118544743099,45.8,2020,3,Q3 2020,8.899999999999999,9.299999999999997
Eastern Cape,2020-10-01,4368.9079067247885,2373.834853790902,1235.808249625206,1138.0266041656932,1995.073052933878,54.3,28.3,45.66525766915073,47.9,2020,4,Q4 2020,2.1000000000000014,8.399999999999999
Eastern Cape,2021-01-01,4370.8915260015965,2314.126307091205,1300.846805872232,1013.2795012189673,2056.7652189104156,52.9,29.8,47.05596573775336,43.8,2021,1,Q1 2021,-4.100000000000001,3.299999999999997
Eastern Cape,2021-04-01,4382.416279662011,2334.6487452917104,1234.8484922027005,1099.8002530890126,2047.7675343702938,53.3,28.2,46.72690597361197,47.1,2021,2,Q2 2021,3.3000000000000043,10.200000000000003
Eastern Cape,2021-07-01,4395.6889381251485,2314.426720499536,1216.296882668806,1098.1298378307279,2081.262217625611,52.7,27.7,47.347804790599405,47.4,2021,3,Q3 2021,0.29999999999999716,1.6000000000000014
Eastern Cape,2021-10-01,4410.414890977839,2266.3908996907458,1247.4618267524445,1018.9290729383029,2144.0239912871143,51.4,28.3,48.612750597988715,45.0,2021,4,Q4 2021,-2.3999999999999986,-2.8999999999999986
Eastern Cape,2022-01-01,4425.234786705051,2307.128132303901,1292.793451466093,1014.3346808378174,2118.10665440114,52.1,29.2,47.86427741105742,44.0,2022,1,Q1 2022,-1.0,0.20000000000000284
Eastern Cape,2022-04-01,4440.147401776032,2348.94780985315,1342.9156264071032,1006.0321834460495,2091.1995919229103,52.9,30.2,47.0975263363028,42.8,2022,2,Q2 2022,-1.2000000000000028,-4.300000000000004
Eastern Cape,2022-07-01,4454.829880839588,2359.3807267953953,1360.0391467720442,999.3415800233502,2095.449154044184,53.0,30.5,47.037691900606845,42.4,2022,3,Q3 2022,-0.3999999999999986,-5.0
Eastern Cape,2022-10-01,4468.9780939591055,2384.1224170818386,1379.7918316800526,1004.3305854017834,2084.855676877259,53.3,30.9,46.65173185108276,42.1,2022,4,Q4 2022,-0.29999999999999716,-2.8999999999999986
Eastern Cape,2023-01-01,4483.23472543314,2366.83506646056,1420.9713123509025,945.8637541096568,2116.3996589725734,52.8,31.7,47.20697863455174,40.0,2023,1,Q1 2023,-2.1000000000000014,-4.0
Eastern Cape,2023-04-01,4497.5983884873485,2392.7952248314796,1443.9228775126896,948.8723473187954,2104.8031636558835,53.2,32.1,46.79837953170303,39.7,2023,2,Q2 2023,-0.29999999999999716,-3.0999999999999943
Eastern Cape,2023-07-01,4511.700972002386,2385.2552520699032,1458.8466834207115,926.408568649189,2126.445719932492,52.9,32.3,47.13179648051708,38.8,2023,3,Q3 2023,-0.9000000000000057,-3.6000000000000014
Eastern Cape,2023-10-01,4525.237758614949,2320.287385168015,1347.6104589239237,972.6769262440982,2204.950373446919,51.3,29.8,48.72562484148285,41.9,2023,4,Q4 2023,3.1000000000000014,-0.20000000000000284
Eastern Cape,2024-01-01,4538.954775584504,2331.814596636181,1343.7752370746193,988.0393595615633,2207.140178948322,51.4,29.6,48.62661753806431,42.4,2024,1,Q1 2024,0.5,2.3999999999999986
Eastern Cape,2024-04-01,4552.776944613291,2319.1326827870885,1368.5457837290844,950.5868990580084,2233.6442618261735,50.9,30.1,49.061139805442494,41.0,2024,2,Q2 2024,-1.3999999999999986,1.2999999999999972
Eastern Cape,2024-07-01,4566.227292985813,2312.3959979314977,1451.5660263580796,860.8299715734194,2253.831295054308,50.6,31.8,49.4,37.2,2024,3,Q3 2024,-3.799999999999997,-1.5999999999999943
Eastern Cape,2024-10-01,4579.085666740709,2296.550409176484,1455.4375759382683,841.1128332382212,2282.53525756424,50.2,31.8,49.8,36.6,2024,4,Q4 2024,-0.6000000000000014,-5.299999999999997
Eastern Cape,2025-01-01,4592.037998348128,2261.304892183763,1372.7042922474957,888.6005999362612,2330.733106164364,49.2,29.9,50.8,39.3,2025,1,Q1 2025,2.6999999999999957,-3.1000000000000014
Eastern Cape,2025-04-01,4605.082677120662,2417.9026834608153,1461.8131071064815,956.0895763543302,2187.1799936598586,52.5,31.7,47.5,39.5,2025,2,Q2 2025,0.20000000000000284,-1.5
Eastern Cape,2025-07-01,4617.547006945979,2393.360890234789,1408.3411180855467,985.0197721492435,2224.1861167111924,51.8,30.5,48.2,41.2,2025,3,Q3 2025,1.7000000000000028,4.0
Eastern Cape,2025-10-01,4629.161209239206,2393.281909923259,1376.8139633132773,1016.4679466099819,2235.8792993159564,51.7,29.7,48.3,42.5,2025,4,Q4 2025,1.2999999999999972,5.899999999999999
Eastern Cape,2026-01-01,4640.863752033908,2405.1372389098956,1333.3891568870308,1071.748082022862,2235.726513124005,51.8,28.7,48.2,44.6,2026,1,Q1 2026,2.1000000000000014,5.300000000000004
Free State,2008-01-01,1782.6019466014639,1099.5443616106143,829.5188207976734,270.0255408129416,683.0575849908537,61.7,46.5,38.31800959798076,24.6,2008,1,Q1 2008,,
Free State,2008-04-01,1785.1435585342806,1098.9468136641055,819.6211141081786,279.3256995559272,686.196744870175,61.6,45.9,38.439303191504685,25.4,2008,2,Q2 2008,0.7999999999999972,
Free State,2008-07-01,1787.6873569977497,1075.8489975273465,833.8590832495593,241.98991427778665,711.8383594704103,60.2,46.6,39.81895137778634,22.5,2008,3,Q3 2008,-2.8999999999999986,
Free State,2008-10-01,1790.1767385327398,1054.8810403508958,822.544289868777,232.33675048212083,735.2956981818322,58.9,45.9,41.073916466120494,22.0,2008,4,Q4 2008,-0.5,
Free State,2009-01-01,1792.6651416854015,1072.1708235221256,806.5300406274546,265.64078289467307,720.4943181632815,59.8,45.0,40.19123825249153,24.8,2009,1,Q1 2009,2.8000000000000007,0.1999999999999993
Free State,2009-04-01,1795.1627076334744,1042.2637992493007,767.1430390443069,275.12076020499353,752.8989083841564,58.1,42.7,41.94042719262499,26.4,2009,2,Q2 2009,1.5999999999999979,1.0
Free State,2009-07-01,1797.707739312219,1050.031993183174,755.4376841306711,294.594309052505,747.6757461290593,58.4,42.0,41.59050605277652,28.1,2009,3,Q3 2009,1.7000000000000028,5.600000000000001
Free State,2009-10-01,1800.2467367869724,1047.5632905457037,787.3470906954315,260.21619985027405,752.6834462412651,58.2,43.7,41.81001586409524,24.8,2009,4,Q4 2009,-3.3000000000000007,2.8000000000000007
Free State,2010-01-01,1802.7816356680628,1043.7471712623972,764.9668006821203,278.7803705802771,759.0344644056637,57.9,42.4,42.103516553933545,26.7,2010,1,Q1 2010,1.8999999999999986,1.8999999999999986
Free State,2010-04-01,1805.322827857675,1064.5077966881395,769.3498515050276,295.1579451831108,740.8150311695414,59.0,42.6,41.0350447984432,27.7,2010,2,Q2 2010,1.0,1.3000000000000007
Free State,2010-07-01,1808.0558486715104,1083.9380938924592,762.31059712976,321.62749676269954,724.1177547790471,60.0,42.2,40.04952365333512,29.7,2010,3,Q3 2010,2.0,1.5999999999999979
Free State,2010-10-01,1810.9291890818367,1061.589009234293,774.3957048488401,287.1933043854519,749.3401798475456,58.6,42.8,41.378767561193634,27.1,2010,4,Q4 2010,-2.599999999999998,2.3000000000000007
Free State,2011-01-01,1813.803419981828,1065.4660465668999,768.2282032085777,297.2378433583226,748.3373734149259,58.7,42.4,41.25790949398592,27.9,2011,1,Q1 2011,0.7999999999999972,1.1999999999999993
Free State,2011-04-01,1816.6903180031788,1061.7458379815373,764.7855774942415,296.9602604872966,754.9444800216327,58.4,42.1,41.55603586028498,28.0,2011,2,Q2 2011,0.10000000000000142,0.3000000000000007
Free State,2011-07-01,1819.663193271313,1095.935068399526,822.2263503980214,273.7087180015031,723.728124871785,60.2,45.2,39.77264185745068,25.0,2011,3,Q3 2011,-3.0,-4.699999999999999
Free State,2011-10-01,1822.66310291645,1052.058082114126,744.9552230445039,307.10285906962355,770.6050208023174,57.7,40.9,42.27907063950707,29.2,2011,4,Q4 2011,4.199999999999999,2.099999999999998
Free State,2012-01-01,1825.6651803521747,1074.7742335504731,731.8153148404111,342.9589187100601,750.8909468017075,58.9,40.1,41.12971835596509,31.9,2012,1,Q1 2012,2.6999999999999993,4.0
Free State,2012-04-01,1828.6818074076398,1072.2096108366536,722.0843158209755,350.1252950156781,756.4721965709924,58.6,39.5,41.367076191517064,32.7,2012,2,Q2 2012,0.8000000000000043,4.700000000000003
Free State,2012-07-01,1831.8273627889575,1067.8607556547076,730.3027495852347,337.5580060694709,763.9666071342446,58.3,39.9,41.70516407021123,31.6,2012,3,Q3 2012,-1.1000000000000014,6.600000000000001
Free State,2012-10-01,1835.034431837764,1084.2227739965813,729.4158537539863,354.8069202425948,750.8116578411915,59.1,39.7,40.915398905631754,32.7,2012,4,Q4 2012,1.1000000000000014,3.5000000000000036
Free State,2013-01-01,1838.238588896232,1093.9859263892558,753.0314753087591,340.9544510804981,744.252662506981,59.5,41.0,40.48727227269466,31.2,2013,1,Q1 2013,-1.5000000000000036,-0.6999999999999993
Free State,2013-04-01,1841.453064003486,1126.5451324524176,757.1793712183385,369.36576123407616,714.9079315510686,61.2,41.1,38.823033045209975,32.8,2013,2,Q2 2013,1.5999999999999979,0.09999999999999432
Free State,2013-07-01,1844.7998465341643,1111.2637089701066,737.1219981133152,374.14171085678987,733.5361375640643,60.2,40.0,39.762369827963646,33.7,2013,3,Q3 2013,0.9000000000000057,2.1000000000000014
Free State,2013-10-01,1848.206750080969,1112.246997783177,745.5532504604995,366.6937473226781,735.9597522977873,60.2,40.3,39.82020692580363,33.0,2013,4,Q4 2013,-0.7000000000000028,0.29999999999999716
Free State,2014-01-01,1851.6048055879678,1107.3909105148787,723.6112161313267,383.7796943835514,744.2138950730915,59.8,39.1,40.192912268697455,34.7,2014,1,Q1 2014,1.7000000000000028,3.5000000000000036
Free State,2014-04-01,1855.0080478946848,1146.5850828646373,745.2891741489433,401.29590871569826,708.4229650300468,61.8,40.2,38.18975156655405,35.0,2014,2,Q2 2014,0.29999999999999716,2.200000000000003
Free State,2014-07-01,1858.4239439769997,1153.533112302516,754.8115471030046,398.7215651995089,704.8908316744846,62.1,40.6,37.92949579440184,34.6,2014,3,Q3 2014,-0.3999999999999986,0.8999999999999986
Free State,2014-10-01,1861.785678856967,1138.454981406299,771.9355737468538,366.51940765944545,723.3306974506703,61.1,41.5,38.85144813749138,32.2,2014,4,Q4 2014,-2.3999999999999986,-0.7999999999999972
Free State,2015-01-01,1865.1413347226214,1152.0561740712049,802.1732944507472,349.88287962045706,713.085160651422,61.8,43.0,38.232231916007855,30.4,2015,1,Q1 2015,-1.8000000000000043,-4.300000000000004
Free State,2015-04-01,1868.5047521890478,1164.7733690305672,798.4999546890798,366.2734143414871,703.7313831584817,62.3,42.7,37.662809384500775,31.4,2015,2,Q2 2015,1.0,-3.6000000000000014
Free State,2015-07-01,1871.895041110591,1160.8284240251232,794.9077695074476,365.9206545176738,711.0666170854726,62.0,42.5,37.98645765225819,31.5,2015,3,Q3 2015,0.10000000000000142,-3.1000000000000014
Free State,2015-10-01,1875.2509550216557,1175.6943573789194,824.8239035369986,350.8704538419195,699.5565976427338,62.7,44.0,37.304692247645974,29.8,2015,4,Q4 2015,-1.6999999999999993,-2.400000000000002
Free State,2016-01-01,1878.610154421085,1195.55188200792,790.3213524969138,405.23052951100533,683.0582724131657,63.6,42.1,36.35976686306615,33.9,2016,1,Q1 2016,4.099999999999998,3.5
Free State,2016-04-01,1881.991083790363,1176.0277526916836,797.1799296349864,378.84782305669563,705.9633310986801,62.5,42.4,37.51151305540404,32.2,2016,2,Q2 2016,-1.6999999999999957,0.8000000000000043
Free State,2016-07-01,1884.29233485712,1185.6426725002632,780.6841873721523,404.95848512810954,698.6496623568652,62.9,41.4,37.07756219313983,34.2,2016,3,Q3 2016,2.0,2.700000000000003
Free State,2016-10-01,1885.4981608781077,1159.663280058984,757.1405724471327,402.5227076118538,725.8348808191226,61.5,40.2,38.49565573067362,34.7,2016,4,Q4 2016,0.5,4.900000000000002
Free State,2017-01-01,1886.7281625235817,1188.1604995529062,766.8028026898648,421.35769686303996,698.5676629706727,63.0,40.6,37.025347734101274,35.5,2017,1,Q1 2017,0.7999999999999972,1.6000000000000014
Free State,2017-04-01,1887.9819058409034,1183.6028289698402,776.5633781116966,407.039450858143,704.3790768710527,62.7,41.1,37.308571374089524,34.4,2017,2,Q2 2017,-1.1000000000000014,2.1999999999999957
Free State,2017-07-01,1889.8827343560854,1205.2240958983991,821.3940970372183,383.82999886118137,684.6586384576881,63.8,43.5,36.227572537249465,31.8,2017,3,Q3 2017,-2.599999999999998,-2.400000000000002
Free State,2017-10-01,1892.3907439586133,1195.1558845445375,805.6179756745718,389.5379088699679,697.2348594140703,63.2,42.6,36.84412754819151,32.6,2017,4,Q4 2017,0.8000000000000007,-2.1000000000000014
Free State,2018-01-01,1894.9254524522607,1211.3984198367066,814.3684538406275,397.02996599608184,683.5270326155592,63.9,43.0,36.0714471237233,32.8,2018,1,Q1 2018,0.19999999999999574,-2.700000000000003
Free State,2018-04-01,1897.4862882868242,1201.7012079927806,788.0606217640093,413.64058622877207,695.7850802940475,63.3,41.5,36.668780406486796,34.4,2018,2,Q2 2018,1.6000000000000014,0.0
Free State,2018-07-01,1899.807882442333,1214.8320360982173,773.8171009243297,441.0149351738855,684.9758463441159,63.9,40.7,36.05500601796102,36.3,2018,3,Q3 2018,1.8999999999999986,4.4999999999999964
Free State,2018-10-01,1901.837610864549,1202.4059928451006,806.3680670928928,396.0379257522104,699.4316180194551,63.2,42.4,36.776621412080516,32.9,2018,4,Q4 2018,-3.3999999999999986,0.29999999999999716
Free State,2019-01-01,1903.888622729289,1233.4877092967515,802.901589615001,430.5861196817482,670.4009134325314,64.8,42.2,35.21219179672788,34.9,2019,1,Q1 2019,2.0,2.1000000000000014
Free State,2019-04-01,1905.9603597604244,1231.559138645545,808.4034345488569,423.15570409668794,674.4012211148793,64.6,42.4,35.38380101463433,34.4,2019,2,Q2 2019,-0.5,0.0
Free State,2019-07-01,1907.8892433615993,1213.3993097435655,794.8484427701745,418.5508669733896,694.4899336180358,63.6,41.7,36.40095650384961,34.5,2019,3,Q3 2019,0.10000000000000142,-1.7999999999999972
Free State,2019-10-01,1909.630878403208,1207.751576819488,784.9930778131572,422.758499006329,701.8793015837224,63.2,41.1,36.75471053181704,35.0,2019,4,Q4 2019,0.5,2.1000000000000014
Free State,2020-01-01,1911.398213406351,1228.4702212698994,756.3508350297616,472.11938624013965,682.9279921364492,64.3,39.6,35.729236709879494,38.4,2020,1,Q1 2020,3.3999999999999986,3.5
Free State,2020-04-01,1913.182000000005,853.0584537568225,637.5761124524084,215.48234130441347,1060.123546243178,44.6,33.3,55.41153670915033,25.3,2020,2,Q2 2020,-13.099999999999998,-9.099999999999998
Free State,2020-07-01,1914.8911335984412,1120.6722604497877,723.0936828129993,397.5785776367871,794.2188731486553,58.5,37.8,41.47592827678741,35.5,2020,3,Q3 2020,10.2,1.0
Free State,2020-10-01,1917.0444537012281,1118.6303255926912,744.8800387638779,373.75028682881265,798.4141281085406,58.4,38.9,41.64818017478197,33.4,2020,4,Q4 2020,-2.1000000000000014,-1.6000000000000014
Free State,2021-01-01,1918.1377506812285,1091.0234515728,702.5652740510922,388.4581775217081,827.1142991084279,56.9,36.6,43.12069343378428,35.6,2021,1,Q1 2021,2.200000000000003,-2.799999999999997
Free State,2021-04-01,1919.7910369055853,1138.0140945339651,722.8886463878245,415.1254481461427,781.7769423716231,59.3,37.7,40.72198105640518,36.5,2021,2,Q2 2021,0.8999999999999986,11.2
Free State,2021-07-01,1921.5584242089221,1163.0998745944698,719.7649465410208,443.3349280534493,758.4585496144543,60.5,37.5,39.47101165697417,38.1,2021,3,Q3 2021,1.6000000000000014,2.6000000000000014
Free State,2021-10-01,1923.4117854948322,1148.3913106704263,727.2697101319602,421.12160053846566,775.0204748244067,59.7,37.8,40.29404835035933,36.7,2021,4,Q4 2021,-1.3999999999999986,3.3000000000000043
Free State,2022-01-01,1925.2980543935953,1133.3348987480117,781.3322433581255,352.0026553898848,791.9631556455822,58.9,40.6,41.134574142379726,31.1,2022,1,Q1 2022,-5.600000000000001,-4.5
Free State,2022-04-01,1927.2166571694768,1193.0008007151648,806.9614798547567,386.0393208604087,734.2158564543121,61.9,41.9,38.09721412080274,32.4,2022,2,Q2 2022,1.2999999999999972,-4.100000000000001
Free State,2022-07-01,1928.994361264194,1205.0259196812883,797.5415995887558,407.48432009253224,723.9684415829006,62.5,41.3,37.53087391645791,33.8,2022,3,Q3 2022,1.3999999999999986,-4.300000000000004
Free State,2022-10-01,1930.5912827844445,1213.5213203664655,794.1377888650645,419.38353150140216,717.0699624179789,62.9,41.1,37.14250493162031,34.6,2022,4,Q4 2022,0.8000000000000043,-2.1000000000000014
Free State,2023-01-01,1932.2172630117234,1203.0720919201044,789.6390074901348,413.43308442997125,729.1451710916208,62.3,40.9,37.7361896640257,34.4,2023,1,Q1 2023,-0.20000000000000284,3.299999999999997
Free State,2023-04-01,1933.8717568657557,1153.1851302613998,730.4181482032379,422.76698205816433,780.6866266043513,59.6,37.8,40.36910016562598,36.7,2023,2,Q2 2023,2.3000000000000043,4.300000000000004
Free State,2023-07-01,1935.3505419670553,1183.2856822680844,727.1551049740802,456.1305772940018,752.0648596989656,61.1,37.6,38.85936130906703,38.5,2023,3,Q3 2023,1.7999999999999972,4.700000000000003
Free State,2023-10-01,1936.617864337254,1177.6261177471235,741.8166368595166,435.8094808876087,758.9917465901281,60.8,38.3,39.191611343036776,37.0,2023,4,Q4 2023,-1.5,2.3999999999999986
Free State,2024-01-01,1937.9144222997745,1196.8025442557662,742.0808437721727,454.7217004835957,741.1118780440148,61.8,38.3,38.24275569218764,38.0,2024,1,Q1 2024,1.0,3.6000000000000014
Free State,2024-04-01,1939.2328638956963,1194.4599790484,745.1291897871299,449.33078926127087,744.7728848472993,61.6,38.4,38.405541630078,37.6,2024,2,Q2 2024,-0.3999999999999986,0.8999999999999986
Free State,2024-07-01,1940.3421926927592,1211.6151829064904,775.3447403898435,436.2704425166473,728.7270097862666,62.4,40.0,37.6,36.0,2024,3,Q3 2024,-1.6000000000000014,-2.5
Free State,2024-10-01,1941.2253323718921,1206.6262543037456,749.8710369532746,456.75521735047306,734.5990780681475,62.2,38.6,37.8,37.9,2024,4,Q4 2024,1.8999999999999986,0.8999999999999986
Free State,2025-01-01,1942.128278883919,1213.6280466401777,753.7466087264476,459.8814379137287,728.5002322437398,62.5,38.8,37.5,37.9,2025,1,Q1 2025,0.0,-0.10000000000000142
Free State,2025-04-01,1943.0506032554822,1245.0346209920465,766.0913208524613,478.9433001395869,698.0159822634375,64.1,39.4,35.9,38.5,2025,2,Q2 2025,0.6000000000000014,0.8999999999999986
Free State,2025-07-01,1943.6816458574472,1226.1302297331717,781.9959350593394,444.13429467383514,717.5514161242752,63.1,40.2,36.9,36.2,2025,3,Q3 2025,-2.299999999999997,0.20000000000000284
Free State,2025-10-01,1944.0130150835794,1227.4261073653345,771.1241596729005,456.3019476924318,716.5869077182476,63.1,39.7,36.9,37.2,2025,4,Q4 2025,1.0,-0.6999999999999957
Free State,2026-01-01,1944.3690804833266,1221.2720920305871,759.8925669041073,461.3795251264822,723.096988452739,62.8,39.1,37.2,37.8,2026,1,Q1 2026,0.5999999999999943,-0.10000000000000142
Gauteng,2008-01-01,8070.296167682212,5957.144368693856,4611.785173634516,1345.35919505932,2113.1517989883228,73.8,57.1,26.18431535946032,22.6,2008,1,Q1 2008,,
Gauteng,2008-04-01,8115.026161801408,5967.8877516880575,4688.540400441295,1279.3473512467735,2147.138410113369,73.5,57.8,26.458798373557578,21.4,2008,2,Q2 2008,-1.2000000000000028,
Gauteng,2008-07-01,8160.528537410441,5998.620235412335,4703.686009536242,1294.934225876089,2161.9083019981367,73.5,57.6,26.49225833951931,21.6,2008,3,Q3 2008,0.20000000000000284,
